Href,Type,Name,Teacher,Level,Duration,Date,Votes
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Lab,Lab 1 - Security Operations and Monitoring for CompTIA CySA+,Aaron Rosenmund,Intermediate,4h 45m,2023-09-07,(24)
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Lab,Lab 2 - Security Operations and Monitoring for CompTIA CySA+,Aaron Rosenmund,Intermediate,3h 45m,2023-09-07,(19)
https://www.pluralsight.com/browse?=&q=client%20operating%20systems=&type=all&sort=default,Lab,Lab 1 - Security Operations and Monitoring for CompTIA CySA+,Aaron Rosenmund,Intermediate,4h 45m,2023-09-07,(24)
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,IT Security Champion: Zero Trust,Craig Stansbury,Beginner,16m,2023-09-07,
https://www.pluralsight.com/browse?=&q=client%20operating%20systems=&type=all&sort=default,Lab,Lab - Ethical Hacking: System Hacking,Aaron Rosenmund,Intermediate,4h 45m,2023-09-07,(13)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab 2 - Security Operations and Monitoring for CompTIA CySA+,Aaron Rosenmund,Intermediate,3h 45m,2023-09-07,(19)
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Lab,Lab - Architecture and Design for CompTIA Security+,Aaron Rosenmund,Beginner,2h 45m,2023-09-06,(341)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab - Ethical Hacking: Malware Threats,Aaron Rosenmund,Intermediate,4h 45m,2023-09-06,
https://www.pluralsight.com/browse?=&q=network%20architecture&type=all&sort=default,Lab,Lab - Incident Response: Network Analysis,Brandon DeVault,Intermediate,6h 15m,2023-09-06,(15)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Web Attacks: Enumeration,Lee Allen,Beginner,1h 40m,2023-09-06,(11)
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,The Agile Practitioner's Guide to Quality and Risk Management,Casey Ayers,Intermediate,3h 20m,2023-09-06,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab - Incident Response: Network Analysis,Brandon DeVault,Intermediate,6h 15m,2023-09-06,(15)
https://www.pluralsight.com/browse?=&q=security%20architecture%20engineering&type=all&sort=default,Lab,Lab - Architecture and Design for CompTIA Security+,Aaron Rosenmund,Beginner,2h 45m,2023-09-06,(341)
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Secure Software Requirements for CSSLP®,Kevin Henry,Beginner,1h 47m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,Secure Software Concepts for CSSLP®,Kevin Henry,Beginner,1h 31m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Secure Software Testing for CSSLP®,Kevin Henry,Beginner,1h 23m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20testing&type=all&sort=default,Course,Secure Software Testing for CSSLP®,Kevin Henry,Beginner,1h 23m,2023-09-05,
https://www.pluralsight.com/browse?=&q=client%20operating%20systems=&type=all&sort=default,Course,"Secure Software Deployment, Operations, and Maintenance for CSSLP®",Kevin Henry,Beginner,2h 15m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Secure Software Supply Chain for CSSLP®,Kevin Henry,Beginner,54m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Lab,CompTIA Security+ Lab: Operations and Incident Response,Aaron Rosenmund,Beginner,5h 15m,2023-09-05,(144)
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,Secure Software Supply Chain for CSSLP®,Kevin Henry,Beginner,54m,2023-09-05,
https://www.pluralsight.com/browse?=&q=network%20architecture&type=all&sort=default,Course,Secure Software Architecture and Design for CSSLP®,Kevin Henry,Beginner,2h 19m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Secure Software Architecture and Design for CSSLP®,Kevin Henry,Beginner,2h 19m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Secure Software Lifecycle Management for CSSLP®,Kevin Henry,Beginner,1h 41m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,Secure Software Requirements for CSSLP®,Kevin Henry,Beginner,1h 47m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20architecture%20engineering&type=all&sort=default,Course,Secure Software Architecture and Design for CSSLP®,Kevin Henry,Beginner,2h 19m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Secure Software Requirements for CSSLP®,Kevin Henry,Beginner,1h 47m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Secure Software Implementation for CSSLP®,Kevin Henry,Beginner,1h 38m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,"Secure Software Deployment, Operations, and Maintenance for CSSLP®",Kevin Henry,Beginner,2h 15m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,Secure Software Implementation for CSSLP®,Kevin Henry,Beginner,1h 38m,2023-09-05,
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Course,Secure Software Architecture and Design for CSSLP®,Kevin Henry,Beginner,2h 19m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Secure Software Testing for CSSLP®,Kevin Henry,Beginner,1h 23m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,Secure Software Requirements for CSSLP®,Kevin Henry,Beginner,1h 47m,2023-09-05,
https://www.pluralsight.com/browse?=&q=client%20operating%20systems=&type=all&sort=default,Lab,CompTIA Security+ Lab: Operations and Incident Response,Aaron Rosenmund,Beginner,5h 15m,2023-09-05,(144)
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Secure Software Concepts for CSSLP®,Kevin Henry,Beginner,1h 31m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Secure Software Concepts for CSSLP®,Kevin Henry,Beginner,1h 31m,2023-09-05,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab - Denial of Service Testing,Aaron Rosenmund,Intermediate,2h 45m,2023-09-05,(16)
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Secure Software Implementation for CSSLP®,Kevin Henry,Beginner,1h 38m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20testing&type=all&sort=default,Lab,Lab - Denial of Service Testing,Aaron Rosenmund,Intermediate,2h 45m,2023-09-05,(16)
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Secure Software Architecture and Design for CSSLP®,Kevin Henry,Beginner,2h 19m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Secure Software Lifecycle Management for CSSLP®,Kevin Henry,Beginner,1h 41m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Secure Software Supply Chain for CSSLP®,Kevin Henry,Beginner,54m,2023-09-05,
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,Secure Software Testing for CSSLP®,Kevin Henry,Beginner,1h 23m,2023-09-05,
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Course,Key Concepts: Data Architecture Design,Wilvie Anora,Beginner,1h 27m,2023-09-01,(19)
https://www.pluralsight.com/browse?=&q=collaboration%20platforms&type=all&sort=default,Course,Introduction to the Microsoft Collaboration Communications Systems Engineer (MS-721) Exam,Jeff Brown,Beginner,29m,2023-09-01,
https://www.pluralsight.com/browse?=&q=machine%20learning&type=all&sort=default,Lab,How to Provision and Configure Microsoft Azure Virtual Machines,Anthony Nocentino,Intermediate,20m,2023-09-01,(2074)
https://www.pluralsight.com/browse?=&q=security%20architecture%20engineering&type=all&sort=default,Course,Key Concepts: Data Architecture Design,Wilvie Anora,Beginner,1h 27m,2023-09-01,(19)
https://www.pluralsight.com/browse?=&q=network%20architecture&type=all&sort=default,Course,Key Concepts: Data Architecture Design,Wilvie Anora,Beginner,1h 27m,2023-09-01,(19)
https://www.pluralsight.com/browse?=&q=business%20intelligence&type=all&sort=default,Course,Introduction to Emotional Intelligence,Jason Edleman,Beginner,1h 28m,2023-09-01,(12)
https://www.pluralsight.com/browse?=&q=virtualization&type=all,Lab,How to Provision and Configure Microsoft Azure Virtual Machines,Anthony Nocentino,Intermediate,20m,2023-09-01,(2074)
https://www.pluralsight.com/browse?=&q=programming%20languages&type=all&sort=default,Course,Functional Programming in Rust 2021,Shaun Meyer,Intermediate,1h 14m,2023-09-01,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Course,Apex Academy: SOQL and Working with Databases,Scott Lee,Beginner,1h 17m,2023-08-31,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Course,Apex Academy: Asynchronous Apex and Going Beyond Triggers,Scott Lee,Beginner,1h 31m,2023-08-31,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,CompTIA CySA+ Lab: Threat and Vulnerability Management,Aaron Rosenmund,Intermediate,4h 25m,2023-08-31,(70)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,CompTIA CySA+ Security Solutions for Infrastructure Management,Aaron Rosenmund,Intermediate,3h 45m,2023-08-31,(37)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab 2 - Ethical Hacking: Enumeration,Aaron Rosenmund,Intermediate,2h 45m,2023-08-31,
https://www.pluralsight.com/browse?=&q=databases&type=all&sort=default,Course,Apex Academy: SOQL and Working with Databases,Scott Lee,Beginner,1h 17m,2023-08-31,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab 3 - Ethical Hacking: Hacking Web Applications,Aaron Rosenmund,Intermediate,3h 45m,2023-08-29,
https://www.pluralsight.com/browse?=&q=business%20intelligence&type=all&sort=default,Course,"Data Modeling, Querying, and Reporting for Business Intelligence",Nikola Ilic,Intermediate,2h 46m,2023-08-29,(15)
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Lab,Manage Docker Swarm,Matt Conran,Beginner,1h 35m,2023-08-29,(12)
https://www.pluralsight.com/browse?=&q=security%20testing&type=all&sort=default,Course,Vue 3 Testing with Vitest,Daniel Stern,Intermediate,1h 29m,2023-08-28,
https://www.pluralsight.com/browse?=&q=business%20intelligence&type=all&sort=default,Course,Utilizing Insights and Observations with Data as Business Leaders,Troy Kranendonk,Beginner,20m,2023-08-28,
https://www.pluralsight.com/browse?=&q=data%20visualization&type=all&sort=default,Course,Data Visualization for Storytelling,Pratheerth Padman,Beginner,1h 13m,2023-08-25,(13)
https://www.pluralsight.com/browse?=&q=security%20architecture%20engineering&type=all&sort=default,Course,Prompt Engineering for Improved Performance,Kesha Williams,Beginner,1h 54m,2023-08-25,(215)
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Lab,Monitor Containerized Application Health with Docker,Matt Conran,Beginner,1h 35m,2023-08-24,
https://www.pluralsight.com/browse?=&q=office%20applications&type=all,Lab,Monitor Containerized Application Health with Docker,Matt Conran,Beginner,1h 35m,2023-08-24,
https://www.pluralsight.com/browse?=&q=office%20applications&type=all,Course,Windows Endpoint Administration: Manage Applications,Glenn Weadock,Intermediate,1h 51m,2023-08-24,
https://www.pluralsight.com/browse?=&q=client%20operating%20systems=&type=all&sort=default,Course,Machine Learning Operations (MLOps): Getting Started,Google Cloud,Beginner,1h 3m,2023-08-23,
https://www.pluralsight.com/browse?=&q=machine%20learning&type=all&sort=default,Course,Machine Learning Operations (MLOps): Getting Started,Google Cloud,Beginner,1h 3m,2023-08-23,
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,Machine Learning Operations (MLOps): Getting Started,Google Cloud,Beginner,1h 3m,2023-08-23,
https://www.pluralsight.com/browse?=&q=databases&type=all&sort=default,Course,Enterprise Database Migration,Google Cloud,Beginner,3h 36m,2023-08-21,
https://www.pluralsight.com/browse?=&q=business%20intelligence&type=all&sort=default,Course,Advanced Analytics and Ethics in Business Analytics,Wilvie Anora,Intermediate,3h 31m,2023-08-21,
https://www.pluralsight.com/browse?=&q=office%20applications&type=all,Course,Styling Angular Applications,Brian Treese,Intermediate,1h 51m,2023-08-17,(19)
https://www.pluralsight.com/browse?=&q=collaboration%20platforms&type=all&sort=default,Course,Microsoft Collaboration Engineer: Configure and Manage Teams Meetings and Events,Jeff Brown,Intermediate,1h 15m,2023-08-17,
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Course,Getting Started with Podman,Andrew Mallett,Beginner,3h 31m,2023-08-17,(17)
https://www.pluralsight.com/browse?=&q=configuration%20management&type=all&sort=default,Course,Microsoft Collaboration Engineer: Configure and Manage Teams Meetings and Events,Jeff Brown,Intermediate,1h 15m,2023-08-17,
https://www.pluralsight.com/browse?=&q=network%20architecture&type=all&sort=default,Course,Network Protocols for Security: ICMP,Brandon DeVault,Beginner,18m,2023-08-17,(13)
https://www.pluralsight.com/browse?=&q=IT%20automation&type=all&sort=default,Course,Practical Application of LLMs,Tom Taulli,Beginner,57m,2023-08-16,(51)
https://www.pluralsight.com/browse?=&q=office%20applications&type=all,Course,Practical Application of LLMs,Tom Taulli,Beginner,57m,2023-08-16,(51)
https://www.pluralsight.com/browse?=&q=IT%20automation&type=all&sort=default,Lab,Automate Common Admin Tasks with Ansible,Christopher Hart,Beginner,1h 45m,2023-08-15,(91)
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,API Security with the OWASP API Security Top 10,Gavin Johnson-Lynn,Intermediate,1h 59m,2023-08-11,(41)
https://www.pluralsight.com/browse?=&q=business%20intelligence&type=all&sort=default,Course,Configuring and Managing SharePoint Online and OneDrive for Business,Vlad Catrinescu,Intermediate,5h 46m,2023-08-11,
https://www.pluralsight.com/browse?=&q=configuration%20management&type=all&sort=default,Course,Configuring and Managing SharePoint Online and OneDrive for Business,Vlad Catrinescu,Intermediate,5h 46m,2023-08-11,
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,API Security with the OWASP API Security Top 10,Gavin Johnson-Lynn,Intermediate,1h 59m,2023-08-11,(41)
https://www.pluralsight.com/browse?=&q=security%20testing&type=all&sort=default,Course,API Security with the OWASP API Security Top 10,Gavin Johnson-Lynn,Intermediate,1h 59m,2023-08-11,(41)
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,API Security with the OWASP API Security Top 10,Gavin Johnson-Lynn,Intermediate,1h 59m,2023-08-11,(41)
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,API Security with the OWASP API Security Top 10,Gavin Johnson-Lynn,Intermediate,1h 59m,2023-08-11,(41)
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Data Security with OpenSSL,Afzaal Ahmad Zeeshan,Intermediate,36m,2023-08-10,(10)
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,Data Security with OpenSSL,Afzaal Ahmad Zeeshan,Intermediate,36m,2023-08-10,(10)
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Data Security with OpenSSL,Afzaal Ahmad Zeeshan,Intermediate,36m,2023-08-10,(10)
https://www.pluralsight.com/browse?=&q=big%20data&type=all&sort=default,Course,Rust: The Big Picture,Mike Woodring,Beginner,1h 56m,2023-08-09,(47)
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,Post Exploitation with PowerShell,Ricardo Reimao,Advanced,1h 48m,2023-08-09,
https://www.pluralsight.com/browse?=&q=IT%20automation&type=all&sort=default,Lab,Red Hat Certified Specialist in Advanced Automation: Perform Ansible Core Tasks,Matt Conran,Beginner,1h 45m,2023-08-09,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Red Hat Certified Specialist in Advanced Automation: Perform Ansible Core Tasks,Matt Conran,Beginner,1h 45m,2023-08-09,
https://www.pluralsight.com/browse?=&q=security%20testing&type=all&sort=default,Course,API Testing an Application with Karate,Nertil Poci,Intermediate,2h 16m,2023-08-08,
https://www.pluralsight.com/browse?=&q=office%20applications&type=all,Course,API Testing an Application with Karate,Nertil Poci,Intermediate,2h 16m,2023-08-08,
https://www.pluralsight.com/browse?=&q=big%20data&type=all&sort=default,Course,Interaction Design: The Big Picture,Amber Israelsen,Beginner,1h 12m,2023-08-07,(11)
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Course,Interaction Design: The Big Picture,Amber Israelsen,Beginner,1h 12m,2023-08-07,(11)
https://www.pluralsight.com/browse?=&q=security%20architecture%20engineering&type=all&sort=default,Course,Exploring Generative AI Models and Architecture,Naveed Tauhid,Intermediate,48m,2023-08-03,(214)
https://www.pluralsight.com/browse?=&q=network%20architecture&type=all&sort=default,Course,Exploring Generative AI Models and Architecture,Naveed Tauhid,Intermediate,48m,2023-08-03,(214)
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Course,Exploring Generative AI Models and Architecture,Naveed Tauhid,Intermediate,48m,2023-08-03,(214)
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,Security Risks and Privacy Concerns Using Generative AI,Dr. Shaila Rana,Intermediate,24m,2023-08-02,(43)
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Course,Apple Device Support: App Management,Rachel Gillett,Intermediate,1h 25m,2023-07-29,
https://www.pluralsight.com/browse?=&q=IT%20automation&type=all&sort=default,Course,Automating Service Provider Networks with Model-driven Programmability,Nick Russo,Advanced,1h 57m,2023-07-28,
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,Information and Cyber Security GRC: Compliance with External Factors,Dr. Lyron H. Andrews,Beginner,1h 19m,2023-07-28,
https://www.pluralsight.com/browse?=&q=virtualization&type=all,Course,vSphere 8: Managing vSphere Resources,David Davis,Intermediate,2h 25m,2023-07-28,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab - Mastering TCP Analysis with Wireshark,Aaron Rosenmund,Advanced,4h 15m,2023-07-28,
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Course,What's New In RHEL 9,Andrew Mallett,Beginner,1h 48m,2023-07-28,
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,"Information and Cyber Security Governance, Risk and Compliance (GRC)",John Elliott,Beginner,1h 56m,2023-07-27,
https://www.pluralsight.com/browse?=&q=office%20applications&type=all,Course,Building an HTTP Application with Ktor,Kevin Jones,Intermediate,3h 33m,2023-07-27,
https://www.pluralsight.com/browse?=&q=office%20applications&type=all,Course,Building a Web Application with JavaScript,Steve Buchanan,Intermediate,1h 54m,2023-07-26,(23)
https://www.pluralsight.com/browse?=&q=IT%20automation&type=all&sort=default,Lab,Automate Scripts in Ubuntu Linux,Andrew Mallett,Beginner,1h 20m,2023-07-26,(14)
https://www.pluralsight.com/browse?=&q=web%20development&type=all&sort=default,Course,Building a Web Application with JavaScript,Steve Buchanan,Intermediate,1h 54m,2023-07-26,(23)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Command Line Basics: File Manipulation,Tim Coakley,Beginner,45m,2023-07-24,(206)
https://www.pluralsight.com/browse?=&q=IT%20automation&type=all&sort=default,Lab,Automate Tasks Using Python,Tim Coakley,Beginner,47m,2023-07-24,(103)
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,SQL Server Security Fundamentals,Pinal Dave,Beginner,1h 29m,2023-07-19,(14)
https://www.pluralsight.com/browse?=&q=web%20development&type=all&sort=default,Lab,Web Attacks: Command Injection,Riley Kidd,Beginner,1h 5m,2023-07-19,(35)
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,SQL Server Security Fundamentals,Pinal Dave,Beginner,1h 29m,2023-07-19,(14)
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Lab,Build a Containerized App with Docker,Tim Warner,Beginner,55m,2023-07-18,(126)
https://www.pluralsight.com/browse?=&q=configuration%20management&type=all&sort=default,Course,Product Management: Strategy and Vision,Jeremy Jarrell,Beginner,48m,2023-07-14,
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Course,Microservices Architectural Design Patterns Playbook,Rag Dhiman,Intermediate,13h 24m,2023-07-13,(39)
https://www.pluralsight.com/browse?=&q=cloud%20platforms&type=all&sort=default,Course,Introduction to Data Analytics on Google Cloud,Google Cloud,Beginner,53m,2023-07-13,
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,TensorFlow Developer Certificate - TensorFlow Developer Skills,Dhiraj Kumar,Beginner,1h 28m,2023-07-13,(10)
https://www.pluralsight.com/browse?=&q=web%20development&type=all&sort=default,Course,TensorFlow Developer Certificate - TensorFlow Developer Skills,Dhiraj Kumar,Beginner,1h 28m,2023-07-13,(10)
https://www.pluralsight.com/browse?=&q=network%20architecture&type=all&sort=default,Course,Microservices Architectural Design Patterns Playbook,Rag Dhiman,Intermediate,13h 24m,2023-07-13,(39)
https://www.pluralsight.com/browse?=&q=game%20development&type=all&sort=default,Course,TensorFlow Developer Certificate - TensorFlow Developer Skills,Dhiraj Kumar,Beginner,1h 28m,2023-07-13,(10)
https://www.pluralsight.com/browse?=&q=mobile%20development&type=all&sort=default,Course,TensorFlow Developer Certificate - TensorFlow Developer Skills,Dhiraj Kumar,Beginner,1h 28m,2023-07-13,(10)
https://www.pluralsight.com/browse?=&q=security%20architecture%20engineering&type=all&sort=default,Course,Microservices Architectural Design Patterns Playbook,Rag Dhiman,Intermediate,13h 24m,2023-07-13,(39)
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Course,"VMware Workspace ONE 21: Concepts, Architecture, and Technologies",Lukas Nord,Intermediate,1h 44m,2023-07-12,
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Course,Interaction Design Fundamentals,Anthony Alampi,Beginner,1h 30m,2023-07-12,
https://www.pluralsight.com/browse?=&q=network%20architecture&type=all&sort=default,Course,"VMware Workspace ONE 21: Concepts, Architecture, and Technologies",Lukas Nord,Intermediate,1h 44m,2023-07-12,
https://www.pluralsight.com/browse?=&q=security%20architecture%20engineering&type=all&sort=default,Course,"VMware Workspace ONE 21: Concepts, Architecture, and Technologies",Lukas Nord,Intermediate,1h 44m,2023-07-12,
https://www.pluralsight.com/browse?=&q=office%20applications&type=all,Course,AI and Office,ClipTraining,Intermediate,58m,2023-07-12,(11)
https://www.pluralsight.com/browse?=&q=big%20data&type=all&sort=default,Course,Angular: The Big Picture,Joe Eames,Beginner,1h 14m,2023-07-11,(25)
https://www.pluralsight.com/browse?=&q=business%20intelligence&type=all&sort=default,Course,Network Analysis with Real Intelligence Threat Analytics (RITA),Pluralsight,Intermediate,24m,2023-07-10,
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Course,Getting Started with Kubernetes,Nigel Poulton,Beginner,2h 36m,2023-07-07,(137)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab - Getting Started with Wireshark,Aaron Rosenmund,Beginner,3h 15m,2023-07-07,(35)
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,Security Compliance: FedRAMP,Richard Harpur,Beginner,1h 1m,2023-07-06,
https://www.pluralsight.com/browse?=&q=security%20risk%20compliance&type=all&sort=default,Course,Security Compliance: FedRAMP,Richard Harpur,Beginner,1h 1m,2023-07-06,
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,Security Compliance: FedRAMP,Richard Harpur,Beginner,1h 1m,2023-07-06,
https://www.pluralsight.com/browse?=&q=security%20testing&type=all&sort=default,Course,Specialized Testing: Command Injection,Michael Edie,Advanced,1h 2m,2023-07-06,
https://www.pluralsight.com/browse?=&q=security%20operations&type=all&sort=default,Course,Security Compliance: FedRAMP,Richard Harpur,Beginner,1h 1m,2023-07-06,
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab 2 - Getting Started with PowerShell Scripting,Michael Bender,Beginner,2h,2023-07-05,(14)
https://www.pluralsight.com/browse?=&q=programming%20languages&type=all&sort=default,Lab,Lab - Learning the PowerShell Language,Michael Bender,Beginner,3h 45m,2023-07-03,(26)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab - Learning the PowerShell Language,Michael Bender,Beginner,3h 45m,2023-07-03,(26)
https://www.pluralsight.com/browse?=&q=machine%20learning&type=all&sort=default,Lab,Lab - Learning the PowerShell Language,Michael Bender,Beginner,3h 45m,2023-07-03,(26)
https://www.pluralsight.com/browse?=&q=data%20languages%20libraries&type=all&sort=default,Lab,Lab - Learning the PowerShell Language,Michael Bender,Beginner,3h 45m,2023-07-03,(26)
https://www.pluralsight.com/browse?=&q=IT%20automation&type=all&sort=default,Lab,Lab - Learning the PowerShell Language,Michael Bender,Beginner,3h 45m,2023-07-03,(26)
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Course,Architecting with Google Kubernetes Engine: Foundations,Google Cloud,Beginner,2h 1m,2023-07-01,
https://www.pluralsight.com/browse?=&q=big%20data&type=all&sort=default,Course,Green IT and Technology Sustainability: The Big Picture,Wilvie Anora,Intermediate,1h 57m,2023-06-30,
https://www.pluralsight.com/browse?=&q=business%20intelligence&type=all&sort=default,Course,AI & Generative AI Explained,Simon Allardice,Beginner,52m,2023-06-29,(139)
https://www.pluralsight.com/browse?=&q=mobile%20development&type=all&sort=default,Course,Microsoft Outlook Mobile App,ClipTraining,Beginner,27m,2023-06-28,
https://www.pluralsight.com/browse?=&q=mobile%20development&type=all&sort=default,Course,Microsoft Teams Mobile App,ClipTraining,Beginner,29m,2023-06-28,
https://www.pluralsight.com/browse?=&q=containers&type=all&sort=default,Lab,Lab - Docker and Kubernetes: The Big Picture,Aaron Rosenmund,Beginner,1h 15m,2023-06-22,(657)
https://www.pluralsight.com/browse?=&q=big%20data&type=all&sort=default,Lab,Lab - Docker and Kubernetes: The Big Picture,Aaron Rosenmund,Beginner,1h 15m,2023-06-22,(657)
https://www.pluralsight.com/browse?=&q=salesforce&%20engineering&type=all&sort=default,Lab,Lab 2 - Managing Files Using Bash and Z Shell,Aaron Rosenmund,Beginner,2h 15m,2023-06-20,(39)
https://www.pluralsight.com/browse?=&q=security%20certifications&type=all&sort=default,Course,WordPress Optimization and Security,Afzaal Ahmad Zeeshan,Intermediate,2h 45m,2023-06-16,
https://www.pluralsight.com/browse?=&q=cloud%20architecture%20design&type=all&sort=default,Course,Getting Started with Data Architecture for Managing Data Products,Warner Chaves,Beginner,1h 42m,2023-06-16,(13)
https://www.pluralsight.com/browse?=&q=security%20awareness&type=all,Course,WordPress Optimization and Security,Afzaal Ahmad Zeeshan,Intermediate,2h 45m,2023-06-16,
https://www.pluralsight.com/browse?=&q=network%20architecture&type=all&sort=default,Course,Getting Started with Data Architecture for Managing Data Products,Warner Chaves,Beginner,1h 42m,2023-06-16,(13)
https://www.pluralsight.com/browse?=&q=machine%20learning&type=all&sort=default,Course,Apex Academy: Learning to Code with Salesforce Apex,Scott Lee,Beginner,2h 16m,2023-06-16,
